trade_id;account_id;client_document;date;ticker;side;quantity;price;broker_fee;tax;currency
T1000253;A0128;"	58940481682
"; 2026-02-04 ;BOVA11;sell;10.00;10,35;0,38;1;BRL
T1000231;A0056;81683737833010;2026-02-05;BOVA11;COMPRA; 25,00 ;38;0,38; 3,25 ;BRL
T1000196;A0154;"	33023642109
";2026/02/06;VALE3;B;25;351.2;10,0;1.10;BRL
T1000256;A0369;CNPJ 00.841.924/1642-29;04/02/2026;WEGE3;Compra; 1.000,00 ;14,95;1.50;0.1;BRL
T1000181;A0212;83007942128;06-02-2026;BOVA11;BUY;100;14.95;0;3.25;BRL
T1000218;A0271;CNPJ 74.367.136/9594-86; 2026-02-04 ;ABEV3;B; 25,00 ; 14,95 ; 0,38 ; 0,00 ;BRL
T1000234;A0158;Documento 275.238.573-02;;WEGE3;VENDA; 25,00 ;122.56;1,5;3,25;BRL
T1000194;A0381;cnpj: 25169111901111;07-02-2026;ABEV3; BUY ;10,0;9,85;0,00;7,50;BRL
T1000325;A0148;cnpj: 57823863697780;2026/02/05;ITUB4; SELL ;250,0;38;10.0;1.1;BRL
T1000202;A0119;CPF: 458.719.022-51;07-02-2026;BOVA11;VENDA;25;28,10;10,00;-0,10;BRL
T1000203;A0246;CPF: 888.223.896-20;06-02-2026;BOVA11;Venda;1.00;52.1;2,75;0;BRL
T1000217;A0278;cnpj: 07701001926595;2026/02/06;ABEV3;BUY;25,0;122.56;1; 3,25 ;BRL
T1000224;A0088; CNPJ	87280699246330 ;04/02/2026;ITUB4;sell;1.500; 52,10 ;10,0;1,10;BRL
T1000257;A0048;40.737.679/3084-09;2026/02/06;BBAS3;buy;5;38;25,0;3.25;BRL
T1000254;A0024; cpf 00409114111 ;04-02-2026;PETR4;Venda;10.00;9.85;0.0;0,38;BRL
T1000188;A0278;CNPJ 73.813.727/6837-06;04-02-2026;ABEV3;venda;10; 10,35 ; 0,00 ;1.1;BRL
T1000245;A0239;CNPJ 28.017.040/4391-24;04/02/2026;ITUB4; SELL ;25;-10;0,38;3;BRL
T1000179;A0195; CNPJ	13799687058036 ;2026/02/04;ITUB4;sell;100,00; 9,85 ;1.5; 0,10 ;BRL
T1000238;A0152;"	21254253351
";2026/02/07;ABEV3;S;100;122,56;0,38;3,25;BRL
T1000185;A0257; cpf 25402547998 ;2026-02-04;VALE3; BUY ; 1.500,00 ;14,95;0.38;3,25;BRL
T1000215;A0389;CPF: 956.830.875-03;07/02/2026;WEGE3; SELL ;10;52,10;1;0,0;BRL
T1000216;A0356;"	09611458541
";04/02/2026;ABEV3;S;10,00;9; 2,75 ; 0,10 ;BRL
T1000249;A0298; cpf 11988831628 ; 2026-02-06 ;BOVA11;SELL;1,000.00;28;25;1,10;BRL
T1000230;A0361;13944791915093; 2026-02-07 ;BBAS3; BUY ;100; 14,95 ;25; 1,10 ;BRL
T1001166;A0283;32.398.716/2058-28;2026/02/05;VALE3;Compra;250;28.10;0.0;0,1;BRL
T1000227;A0148;CNPJ 81.825.980/1431-93;07-02-2026;WEGE3;buy;100; 14,95 ;0,38;1,1;BRL
T1000246;A0264;59882397735;2026-02-05;BOVA11;SELL;5; 14,95 ;1;7;BRL
T1000226;A0296; CNPJ	92426350889059 ;05/02/2026;VALE3;Compra;5;351,2;25;0,38;BRL
T1000243;A0323; CNPJ	29993767395064 ; 2026-02-04 ;BOVA11;Venda; 250,00 ;10.35;25.0;0.38;BRL
T1000251;A0346;07439977220353; 2026-02-05 ;BBAS3;buy;25;122.56;0,0;0,00;BRL
T1000247;A0006;CNPJ 74.367.136/9594-86;2026/02/06;PETR4;B;1.000,00;52.10;0; 0,00 ;BRL
T1001049;A0186;CNPJ 29.087.483/3692-70;05-02-2026;BOVA11;COMPRA; 100,00 ;9;25.00;0,00;BRL
T1000178;A0165;Documento 159.539.257-27;2026/02/03;WEGE3;B;1,00;9,85;0.38;0;BRL
T1000191;A0334;CNPJ 34.607.833/8021-10;2026/02/07;BBAS3;COMPRA;1.500; 122,56 ;25.00;7;BRL
T1000232;A0264; cpf 75128923819 ;07/02/2026;ABEV3;B;-1,000;28;0.38;0;BRL
